clause,label,source_policy
"If you do not enter the requisite data in these fields, you may not be able to register your Account or to be provided with certain features (but you may still use our Services as explained in the above section “User Accounts & Accessing the Services”); and/or Information that you choose to share with Waze: information that you choose to share with Waze, including a username you have chosen, reports associated with your username, phone number, “home” or “work”, other “favorites”, car’s details, destinations you may travel to, search queries, calendar information (if you choose to activate and use certain Service features like time to leave reminders) and files you have uploaded to the service, including voice and audio files, if applicable.",none,waze
"Even if you aren’t registered to a Waze Account, you might choose to provide us with information.",none,waze
"Communication which you choose to conduct through the Waze Services:  if you choose to use Waze to communicate with other Waze users or third parties through the Waze Services, such as chat messages or sending pinned locations on the Waze platform.",none,waze
"We may also collect information when you exchange communication with Waze, for example, if you submit a request, contact Waze’s support team, or report a violation to the abuse team.",none,waze
You may also provide additional information that will be used to personalize the Services and enhance your experience with the Services.,none,waze
"For example, if you provide us with your “home” and “work” information, we may provide you with what we think is the preferred route between those locations.",none,waze
"Information we collect as you use our services We collect information about your activity in the Services, which we use to provide you with the Services of Waze, including features which are meant to personalize your experience.",none,waze
This includes things like finding you the preferred route and proposing favorites or destinations commonly traveled by you to streamline your search and travel.,none,waze
"The activity information we collect may include: Detailed location, travel and route information.",none,waze
"Location and route information is collected for example in the form of GPS signals (combined with a time-stamp), IP address and other information from sensors and receivers on or around your device, on which the Application is installed and/or activated.",none,waze
This location and route information is saved to a route history of all of the journeys you have made while using the Application.,none,waze
The types of location data we collect depends in part on your device and account settings.,location,waze
"For example, depending on your selected device settings and/or your account settings we may collect information about your location and travel (or lack thereof) also while you are not using the app, in order to be able to tell you when to leave for planned or predicted drives, notify you about bad traffic in your area, provide you parking assistance, analyze how effective our ads are and more; Terms or venues you searched; Your views and interactions with content and ads; Your voice and audio information when you use voice and audio features; Communication or other content you chose to share with any third party, including Waze users through the Services; Your activity on third-party sites and apps that you chose to link to your Waze account or that you interact with through the Service.",data_sharing,waze
"Meta-data (information about your device, browser and app use): Waze collects information about the use of the Services and information from the device you have Waze installed on or the browser from which you use our Services.",none,waze
"For example: Waze may collect and record how often you use our Services and for how long, your device type, unique identifiers, operating system type & version, battery usage, the third party web pages or applications you visit or use or interact with via the Application, information that you viewed on our Services, advertisements that are shown to you or that you view or click on, the fact that you used the Services to communicate with other users and the fact that you used third parties application/services via Waze to communicate with third parties, and the duration of such communications, the Internet Protocol (IP) address and the name of the domain that serves you to access the Services, and the geographic location of the device that you are using to log in and use Waze on.",data_sharing,waze
Waze may also collect information about apps installed on your device that Waze can link with - such as third party music or media audio service apps (e.g.,data_sharing,waze
"We also collect information about the interaction of your devices with our Services, including, crash reports, system activity, and the date, time, and referrer URL of your request.",none,waze
"Information we collect about you from our partners We work with ad partners, including advertisers on our platform and entities that belong to the Google group of companies, in order to show you more relevant and useful ads based on your Waze activity and information associated with your device’s identifier (i.e, Advertising identifiers or similar technologies) shared with us by our ad partners.",none,waze
Your device’s identifier can be managed in your device’s settings (for more information: see here and here).,none,waze
You can decide whether we’ll show you personalized ads or not through your in-app Privacy Settings–>Ads personalization.,none,waze
Note: turning Ads personalization off does not turn off ads - only their personalization.,none,waze
For more information see section titled ‘Advertising campaigns’ under this Privacy Policy.,none,waze
"We may also receive aggregated, non-personally identifiable information and analysis from third-party measurement services which help us understand how our users interact with our ads.",data_sharing,waze
We may also receive information from third party services about how Waze’s own marketing efforts performed on third party sites or platforms.,data_sharing,waze
"We may use various technologies to collect and store information, including cookies, Advertising ID available on Android mobile devices or similar technologies, local storage, browser web storage, application data caches, databases, and server logs.",tracking,waze
Why Waze collects data Waze may use information collected from or provided by you for the following purposes: Provide our services We use your information to deliver our services.,none,waze
"For example: Use your location and route information and/or search query history to provide navigation services, best route choices, traffic alerts and to provide information about sites, shops and other places and attractions in your close vicinity; and To provide advertising services, including personalized ads, in accordance with the section titled ‘Advertising campaigns’ under this Privacy Policy.",none,waze
"To share your submissions with other users of the Services and to facilitate communication between you, Waze and other users.",none,waze
"Maintain & improve our services We also use your information to ensure our services are working as intended, such as tracking outages or troubleshooting issues you report to us.",tracking,waze
And we use your information to improve the service or to develop new features or services.,none,waze
"For example, Waze may use your route information to improve the accuracy of its mapping and navigation data.",none,waze
"Provide personalized services, including content and ads We use the information we collect to operate the Services and to customize your experience with the Services.",none,waze
"For example, Waze may use your “home” and “work” and other “favorites” information (if you choose to provide such information) or route history to offer routes based on how you’ve chosen to travel between favorite destinations in the past.",none,waze
"Based on your activity and settings on the Services we may also suggest to you drive predictions, common destinations, and personalize your ETA.",none,waze
We may also use the information to provide you with support and handle requests and complaints.,none,waze
"Depending on your settings, we may also show you personalized ads based on your interests and activity.",none,waze
For more information see section titled ‘Advertising campaigns’ under this Privacy Policy.,none,waze
Measure performance We use data for analytics and measurement to understand how our services are used.,none,waze
"For example, we analyze data about your usage of the Services to do things like optimize product design.",none,waze
We also use the data we collected about the ads you view or interact with (e.g.,none,waze
click on) to help advertisers understand the performance of their ad campaigns and to provide them with aggregated reports.,none,waze
We may also use data to measure the usability and effectiveness of Waze’s own marketing efforts on third party sites or platforms.,data_sharing,waze
"Communicate with you We also use your information to send you updates, notices, announcements, users’ requests and additional information related to the Services (including through push notifications, email address and SMS); We may also use your information to conduct surveys and questionnaires; And if you contact Waze we may keep a record of your request in order to help solve any issues you might be facing.",none,waze
"Subject to your prior indication of consent (to the extent required under applicable law), we may also use the email address that you provided to send you promotional and/or marketing materials.",none,waze
At any time you may choose not to receive such materials by clicking on the “Unsubscribe” link in the email messages that we may send to you.,none,waze
"In any case, Waze will not share your contact details with any advertiser, unless explicitly permitted or required by law.",none,waze
"To protect Waze, our users, the public and for Legal reasons We may also use and process your information and content, using different technologies to the following purposes: To enforce the Terms of Use or Privacy Policy; To contact you when Waze believes it to be necessary; To comply with any applicable law and assist law enforcement agencies under any applicable law, when Waze has a good faith belief that Waze’s cooperation with the law enforcement agencies is legally mandated or meets the applicable legal standards and procedures; To detect abuse and illegal activity; to detect and prevent fraud, misappropriation, infringements, identity theft and other illegal activities and misuse of the Services; To handle breakdowns and malfunctions; To take any action in any case of dispute, or legal proceeding of any kind between you and the Services, or between you and other users or third parties with respect to, or in relation with the Services; For purposes provided under this Privacy Policy and Terms of Use; To help improve the safety and reliability of our Services.",none,waze
"This includes detecting, preventing, and responding to security risks, and technical issues that could harm waze, our users, or the public; To create aggregated and/or anonymous data (where such data does not enable the identification of a specific user).",none,waze
"See “How does Waze use aggregated information”, below; We’ll ask for your consent before using your information for a purpose that isn’t covered in this Privacy Policy.",none,waze
Sharing your information Personal information that you share The Services are based on a community of users publicly sharing information with Waze and with other members of that community.,none,waze
"In particular, users may choose to share personal information such as name, age, gender, picture, their location information, reports and other files.",none,waze
"This information may be shared either directly to the Services and to all users, such as in the case of traffic reports, or just to your friends on Waze.",none,waze
This information may also be shared via third party services (such as social networks) which interact with the Services upon such users’ choice.,data_sharing,waze
You can decide whether or not to upload content to the Services.,none,waze
However any content that you choose to share and submit for posting is neither private nor confidential and you should expect that it may be made public and known to others.,none,waze
Information you choose to upload will be posted along with your user name and other information including personal information you attached to your publicly available user profile.,none,waze
"For example, your reports (map and road updates, traffic congestion updates, road accidents, etc.) will be posted on the Waze map along with your username.",none,waze
You should note that certain road incidents you report may include your driving path within the vicinity of those incidents.,none,waze
"Therefore, you must exercise caution and common sense when submitting information.",none,waze
At the very least you should demonstrate the same degree of caution as when publishing personal information by means other than the Internet and cellular services.,none,waze
"In any event (but except as detailed below with respect to information shared from your social network accounts according to your privacy settings for such social network accounts), your email address will not be visible to others through any reports or user posts that you share or upload.",none,waze
"if you choose to either record your own voice onto the Service, or to use the voice command features, Waze will collect the voice information related to such use, including voice files.",none,waze
"If, after recording your own voice, you chose to share your voice recordings, other Waze users and other people will be able to download and use your voice recordings.",none,waze
"Once downloaded, Waze may not have any control over the voice files, so you should only share content that you are comfortable being made public.",none,waze
"We, at Waze, take great measures to provide you with the best experience you can have while using the Services.",none,waze
"However, Waze has no control over the conduct of any user and disclaims all liability in this regard.",none,waze
Users are advised to carefully and thoroughly consider whether or not to make public or available any information and carefully examine all necessary details related to any communication with other users prior to any engagement or communication being made.,none,waze
"Participating in any user’s activities as a result, directly or indirectly, from using Waze, is entirely at your own risk.",none,waze
Waze is not a party to any agreement entered into between the users in any circumstances.,none,waze
"The user has the sole and ultimate responsibility regarding compliance with all laws, regulations or any other duty.",none,waze
"We do not accept any liability for any loss, damage, cost or expense that you may suffer or incur as a result of or in connection with your participation in any activity or event initiated, held or conducted by a user or a third party nor in connection to any agreement between the users or third parties, including any activity or event related in any way, directly or indirectly, the Services or the use thereof.",data_sharing,waze
"When Waze shares your information Waze does not sell, rent or lease your personal information to third parties.",none,waze
"Waze will not share your personal information with others, without your permission, except for the following purposes and to the extent necessary in Waze’s good-faith discretion: As necessary for the facilitation and operation of the Services.",none,waze
"For example, making public road incidents you report and which are associated with your username and your location; If Waze reasonably believes that you have breached the Terms of Use or is investigating potential breach of the Terms of Use, or believes that you abused your rights to use the Services, or performed any act or omission that Waze reasonably believes to be violating any applicable law, rules, or regulations.",none,waze
"Waze may share your information in these cases, with law enforcement agencies and other competent authorities and with any third party as may be required to handle any result of your wrongdoing; If Waze is required, or reasonably believes that it is required by law to share or disclose your information; In any case of dispute, or legal proceeding of any kind between you and Waze, or between you and other users with respect to, or in relation with the Services; In any case where Waze reasonably believes that sharing information is necessary to protect against harm to the rights, property or safety of Waze, our users, or the public as required or permitted by law, including to prevent imminent physical damage or damage to property; To detect, prevent, or otherwise address fraud, security, or technical issues; If Waze organizes the operation of the Services within a different framework, or through another legal structure or entity, or if Waze is acquired by, or merged into or with another entity, or if Waze enters bankruptcy, provided however, that those entities agree to be bound by the provisions of this Privacy Policy, with respective changes taken into consideration; To collect, store, hold and manage your personal information through cloud based or hosting services or a third party or a party affiliated or connected to Waze, as reasonable for business purposes, which may be located in the European Union and the U.S.A., potentially countries outside of your jurisdiction; Waze may also share personal information with companies or organizations connected or affiliated with Waze, such as subsidiaries, sister-companies and parent companies (i.e.",data_sharing,waze
entities that belong to the Google group of companies); We work with other Google services (such as Google Ads) for advertising and ad measurement purposes.,none,waze
"We may share information, such as a unique identifier for advertising (i.e, Advertising ID available on Android mobile devices or similar technologies) with Google for such purposes.",data_sharing,waze
You can learn more about how Google uses information from sites or apps that use its services and how you can control that in this page.,none,waze
For more information see section titled ‘Advertising campaigns’ under this Privacy Policy.,none,waze
"We also work with selected advertising and measurement services in order to provide marketing, advertising and measurement services for Waze with respect to Waze’s own marketing efforts, by using and sharing devices’ identifiers (i.e, Advertising ID, cookies or similar technologies).",tracking,waze
"Personal information may also be shared with Waze’s trusted partners and service providers to process it for us, based on our instructions and in compliance with this policy and any other appropriate confidentiality and security measures.",none,waze
"For example, we use service providers to help us with customer services.",none,waze
Visibility Please note that your username and some other information will be visible to others.,none,waze
Note that your username will be included along with any information you submit for posting (such as traffic reports or chat messages).,none,waze
Also - your friends on Waze will see your name & profile photo and any other information you chose to share with them.,none,waze
"If you prefer to remain invisible on the Waze map, you can set the Waze Application not to show your location on the map.",none,waze
To do so you should go to the Privacy Settings and adjust accordingly by switching on to Invisible Mode.,none,waze
"If on, some features may not be available.",none,waze
"If you make this choice, while you will be ‘invisible’ on the map to other users, your location and route information will continue to be collected by Waze for the purposes listed in this Privacy Policy.",none,waze
Integration with social networks You may choose to share information between your Waze account and your social network account .,data_sharing,waze
"Through this option, you may choose to have personal information and other content about you available from social networks, transmitted and shared through the Services.",none,waze
"Similarly, you may choose to have personal information and other content about you available from Waze, including your location and route information, transmitted to and shared through your social network account.",none,waze
"By setting your Waze Account to integrate with social networks, you agree to share information (including personal information) between Waze and such social networks, for the purposes provided under this Privacy Policy.",data_sharing,waze
"The social network’s use of information made available by Waze is governed by that social network’s privacy policy and controlled by the social network, not by this Privacy Policy or Waze.",none,waze
"When you make the Services interact with your social network account for the first time, you will be asked by the social network to permit the social network to share your personal information stored on such social network with Waze.",none,waze
"We collect your information from your social network account only in accordance with the permissions granted by you (such as your name, email address, profile picture and other information available via the applicable social network).",none,waze
"You understand and agree that the Services may access, make available and store such information so that it is available on and through your Waze Account, until your Waze Account is deleted.",none,waze
Please note that certain information which you have defined as private on your third party social network accounts may become public to other Waze Users through the Services once you have allowed the social network to share such information with Waze.,data_sharing,waze
"Integration with other third party services Waze may offer you the option to link Waze to third party services that may be useful to you (like, Spotify).",data_sharing,waze
"Where Waze detects an integration may be available (either because a third party service attempts to link to Waze, or Waze detects an installed service on the device which has an integration option, or you request a particular integration), Waze will ask for confirmation to connect the accounts.",data_sharing,waze
"If you choose to connect the accounts, Waze will ask for your permission to share data with the third party service.",data_sharing,waze
You should only agree to connect accounts if you are comfortable with the third party service receiving the data set out at the time of connecting the accounts and Waze is not responsible for the third party service’s use of data.,data_sharing,waze
You can disconnect Waze and the third party service at any time and Waze will cease sharing data with that service from the point of disconnection onwards.,data_sharing,waze
"Controlling your personal information You can always review and update certain information by visiting your Account & Login settings (such as your phone, name, photo and more) or the Waze destination list (to update your home, work and favorites).",none,waze
You can log on to the Waze website to view your route history by going to “Edit the Map”/ “Drives” function on the Waze website.,none,waze
Note that in order to access certain information you will need to register your Account.,none,waze
Your location and route history is associated with your Account.,none,waze
"If you find that the information associated with your Account is not accurate, complete or updated, then you should make all necessary changes to correct it.",none,waze
"Please keep in mind that false, incorrect, or outdated information may prevent you from setting up an Account and impair the ability to provide you with Services.",none,waze
Privacy controls Your in-app Privacy Settings provide you with quick access to settings and tools that let you safeguard your data and decide how your information can make Waze services work better for you.,none,waze
"For example, you can control your visibility on the map and manage your preferences about the ads shown to you on Waze.",none,waze
"There are other ways to control the information Waze collects whether or not you’re signed in to a Waze Account, including device-level settings: your device may have controls that determine what information we collect.",none,waze
"For example, you can modify location settings on your device.",none,waze
"Deleting your information If you would like us to delete your Account, please use the “Delete Account” function available under the in-app Privacy Setting and on the Waze website.",none,waze
"On receiving such a request, Waze will use reasonable efforts to delete such information, however please note that information may not be deleted immediately from our back-up systems.",none,waze
We aim to initiate the deletion process immediately after your request.,none,waze
"Once we receive your request, your data will no longer be used to personalize your Waze experience.",none,waze
We then begin a process designed to safely and completely delete the data from our storage systems.,none,waze
This process generally takes around 2 months from the time the deletion request was made.,none,waze
"As with any deletion process, things like routine maintenance, unexpected outages, bugs, or failures in our protocols may cause delays in the processes and time frames defined in this policy.",none,waze
We maintain systems designed to detect and remediate such issues.,none,waze
"How Waze retains data we collect Some data you can delete whenever you like, some data is deleted automatically, and some data we retain for longer periods of time when necessary.",none,waze
This section describes why we hold onto different types of data for different periods of time.,none,waze
"Information retained until you remove it - such as your “Home, “work”, favorites, email address and other account related information.",none,waze
We’ll keep this data in your Waze Account until you choose to remove it and/or update it.,none,waze
"Data that expires after a specific period of time - in some cases, you don’t need to actively delete your information as we set retention timeframes based on the reason for the data’s collection.",none,waze
"For example, if you choose to connect your calendar to your Waze Account, we extract your calendar events for several days in advance and delete them after their occurrence.",none,waze
We may also take steps to anonymize certain data within set time periods.,none,waze
Information retained until your Waze Account is deleted - we may keep some data for the life of your Waze Account if it’s useful for helping us understand how users interact with our features and how we can improve our services.,none,waze
"For example, if you made an incident report, we will keep information about how many reports you have submitted, even after the event is removed.",none,waze
"When you delete your Waze Account, the information about how many reports you have submitted is also removed.",none,waze
"Information retained for extended time periods for limited purposes - sometimes business and legal requirements oblige us to retain certain information, for specific purposes, for an extended period of time.",none,waze
"For example, when Waze processes a payment for you, we’ll retain this data for longer periods of time as required for tax or accounting purposes.",none,waze
"Reasons we might retain some data for extended periods of time include: Security, fraud & abuse prevention Financial record-keeping Complying with legal or regulatory requirements Ensuring the continuity of our services Direct communications with Waze How does Waze use aggregated information?",none,waze
"Waze may use anonymous, statistical or aggregated information (including anonymous location information), in a form that does not enable the identification of a specific user, to properly operate the Services, to improve the quality of the Services, to enhance your experience, to create new services and features, including customized services, to change or cancel existing content or service, and for further internal, commercial and statistical purposes (including advertising).",none,waze
"Waze may also use anonymous, statistical or aggregated information collected on the Services, in a form that does not enable the identification of a specific user, by posting, disseminating, transmitting or otherwise communicating or making available such information to users of the Services, to the Services’ providers, partners and any other third party.",data_sharing,waze
"For example, GPS information that we receive from your mobile device may be provided to map editors in an aggregated and/or anonymous form to help improve the map and solve map problems, and traffic data may be provided to cities.",none,waze
Cookies Waze may use cookies and similar technologies on the Services.,tracking,waze
Cookies are packets of information sent by the Website’s servers to your web browser and then sent back by the browser each time it accesses the Website’s servers.,tracking,waze
"Waze may use cookies for various purposes, such as to save you the need to re-enter your username and password each time you log in, to facilitate the use of the Website, to collect statistical information, to verify information, and to customize the Website to your personal preferences and for information security purposes.",tracking,waze
Some of the cookies may expire when the session ends and you exit your browser.,tracking,waze
Other cookies are saved on your computer’s hard drive.,tracking,waze
"If you wish to block the Website’s cookies, then please use the help button in your browser and follow the necessary instructions.",tracking,waze
"However, bear in mind that disabling cookies may complicate or even prevent your use of the Website, or certain features thereof.",tracking,waze
For more information visit our Cookie Policy.,none,waze
Advertising campaigns Waze allows ad campaigns to run on the Services.,none,waze
"The information and advertisements that you see when accessing the Services may be targeted on the basis of your current Waze activity, such as information about your location and your destination, as well as contextual information based on your current drive session.",none,waze
For example: if you search for “gas station” you may see an ad for a local gas station.,none,waze
"Depending on your settings, you may also see ads personalized to you based on: Information we received from you (for example, your saved “Home” & “Work” addresses) Past activity and search query history (for example, drives that appear in your drive list) Information from our ad partners, including entities that belong to the Google group of companies and other trusted ad partners.",none,waze
You can decide whether we’ll show you personalized ads or not through your in-app Privacy Settings–>Ads personalization.,none,waze
Note: turning Ads personalization off does not turn off ads - only their personalization.,none,waze
"Please note: We don’t knowingly collect nor do we show you personalized ads based on sensitive categories, such as race, religion, sexual orientation, or health.",none,waze
"We don’t share information that personally identifies you with advertisers, such as your name or email, unless you ask us to.",data_sharing,waze
"For example, if you see an ad for a nearby flower shop and select the “tap to call” button, we’ll connect your call and share your phone number with the flower shop.",none,waze
"As described under “When Waze shares your information” section above, we work with other Google’s services (such as Google Doubleclick Bid Manager) for advertising and ad measurement purposes.",none,waze
"In order to help advertisers decide what ads to show on Waze, Google, and websites & apps that partner with Google, Waze may share information with these services such as a unique identifier for advertising (Advertising ID available on Android mobile devices or similar technologies).",data_sharing,waze
You can learn more about how Google uses information from sites or apps that use its services and how you can control that in this page.,none,waze
"The Ads personalization control described above apply to personalized ads served by Waze on the Waze platform and they do not apply to ads served on third parties platforms, including on Waze’s behalf.",none,waze
"When you visit a third party website from the Application, such third party may use cookies on your computer.",data_sharing,waze
The third party’s use of cookies is subject to their own privacy policies and not to this Privacy Policy.,data_sharing,waze
"If you wish to study the privacy policies of those third parties you should visit their services, or contact them directly.",none,waze
"The Services includes an internal messaging system which provides you the ability to send and receive messages to and from other users, and to receive marketing messages from us.",none,waze
You hereby agree that we may use the internal messaging system for the purpose of informing you regarding Waze and/or third-party products or services that may interest you.,data_sharing,waze
Please note however that other Waze users are not allowed to use your contact details or our internal messaging account for commercial advertising purposes.,none,waze
"If you have encountered any user generated advertising material, please inform us through the channels listed on the “About” menu in the Software or through the “Contact Us” page on the Site link here.",none,waze
"It is clarified that we are not responsible for the content of said advertisements and the products delivered or services rendered thereby by third parties and you irrevocably and unconditionally agree that we shall not be held responsible or liable for any loss, damage, cost or expense that you may suffer or incur as a result or in connection thereof.",none,waze
Information security Waze considers information security to be a top priority.,none,waze
Waze services are built with strong security features that continuously protect your information.,none,waze
"Waze implements systems, applications and procedures to secure your personal information, to minimize the risk of theft, damage, loss of information, or unauthorized access or use of information.",none,waze
"For example, we review our information collection, storage, and processing practices, including physical security measures, to prevent unauthorized access to our systems.",none,waze
"In addition, we restrict access to personal information to Waze employees, contractors, and agents who need that information in order to process it.",none,waze
Anyone with this access is subject to strict contractual confidentiality obligations and may be disciplined or terminated if they fail to meet these obligations.,none,waze
The insights we gain from maintaining our services help us detect and automatically block security threats from ever reaching you.,none,waze
"However, these measures are unable to provide absolute assurance.",none,waze
"Therefore, although Waze takes great efforts to protect your personal information, Waze cannot guarantee and you cannot reasonably expect that Waze’s databases will be immune from any wrongdoings, malfunctions, unlawful interceptions or access, or other kinds of abuse and misuse.",none,waze
Compliance & cooperation with regulators We regularly review this Privacy Policy and make sure that we process your information in ways that comply with it.,none,waze
Data Transfers We store data on servers located around the world and your information may be processed on servers located outside of the country where you live.,none,waze
"Data protection laws vary among countries, with some providing more protection than others.",none,waze
"Regardless of where your information is processed, we apply the same protections described in this policy.",none,waze
"When we receive formal written complaints, we respond by contacting the person who made the complaint.",none,waze
"We work with the appropriate regulatory authorities, including local data protection authorities, to resolve any complaints regarding the transfer of your data that we cannot resolve with you directly.",none,waze
"Data Subjects’ Rights If European Union (EU), United Kingdom (UK) or Israel's data protection law applies to the processing of your information, we provide the controls described in this policy so you can exercise your right to request access to, update, remove, delete, and restrict the processing of your information.",none,waze
You can also export a copy of data in your Waze account if you want to back it up or export your information to another service.,none,waze
"You can log in to the dashboard by going to the Waze website, then Settings, then choose Download your data archive.",none,waze
Note that in order to access the dashboard you will need a Waze account with a valid email address to receive your data archive.,none,waze
You also have the right to object to the processing of your information.,none,waze
"European Requirements We process your information for the purposes described in this policy, based on the following legal grounds: With your consent We ask for your agreement to process your information for specific purposes and you have the right to withdraw your consent at any time.",none,waze
"You can manage your settings at any time, including your in-app Privacy Settings.",none,waze
"When we’re pursuing legitimate interests We process your information for our legitimate interests and those of third parties (such as partners including advertisers, in order to report use statistics) while applying appropriate safeguards that protect your privacy.",none,waze
"This means that we process your information for things like: Providing, maintaining, and improving our services to meet the needs of our users Developing new services and features that are useful for our users Understanding how people use our services (including how they interact with our ads) to ensure and improve the performance of our services Customizing our services to provide you with a better user experience Marketing to inform users about our services Providing advertising, which keeps many of our services free Detecting, preventing, or otherwise addressing fraud, abuse, security, or technical issues with our services Protecting against harm to the rights, property or safety of Waze, our users, or the public as required or permitted by law, including disclosing information to government authorities Performing research that improves our services for our users and benefits the public Fulfilling obligations to our partners like developers and rights holders Enforcing legal claims, including investigation of potential violations of applicable Terms of Service When we’re providing a service We process your data to provide a service you’ve asked for under a contract (including our terms of use).",none,waze
"When we’re complying with legal obligations We’ll process your data when we have a legal obligation to do so, for example, if we’re responding to legal process or an enforceable governmental request.",none,waze
"If you have questions, you can contact Waze and our data protection office at: privacy@waze.com.",none,waze
And you can contact your local data protection authority if you have concerns regarding your rights under local law.,none,waze
"Brazilian Requirements If Brazilian data protection law applies to the processing of your information, we provide the controls described in this policy so you can exercise your right to: Obtain confirmation on whether we process your information Request access to, update, review, anonymise, and remove your information Object to or restrict the processing of your information Export your information to another service We process your information for the purposes described in this policy, based on the following legal grounds: With your consent Where we ask for your consent to process your information for specific purposes, you do not have to provide your consent but where you choose to do so, you have the right to withdraw your consent at any time.",none,waze
"You can manage your settings at any time, including your in-app Privacy Settings.",none,waze
You also have the right to obtain information about the effects of not providing your consent to processing for specific purposes.,none,waze
"When we’re pursuing legitimate interests We process your information for our legitimate interests and those of third parties (such as partners including advertisers, in order to report use statistics) while applying appropriate safeguards that protect your privacy.",none,waze
"This means that we process your information for things like: Providing, maintaining, and improving our services to meet the needs of our users Developing new services and features that are useful for our users Understanding how people use our services (including how they interact with our ads) to ensure and improve the performance of our services Customizing our services to provide you with a better user experience Marketing to inform users about our services Providing advertising, which keeps many of our services free Detecting, preventing, or otherwise addressing fraud, abuse, security, or technical issues with our services Protecting against harm to the rights, property or safety of Waze, our users, or the public as required or permitted by law, including disclosing information to government authorities Performing research that improves our services for our users and benefits the public Fulfilling obligations to our partners like developers and rights holders Enforcing legal claims, including investigation of potential violations of applicable Terms of Service When we’re providing a service We process your data to provide a service you’ve asked for under a contract (including our terms of use).",none,waze
"When we’re complying with legal obligations We’ll process your data when we have a legal obligation to do so, for example, if we’re responding to legal process or an enforceable governmental request.",none,waze
"If you have questions, you can contact Waze and our data protection office at: privacy@waze.com.",none,waze
And you can contact your local data protection authority if you have concerns regarding your rights under Brazilian law.,none,waze
state privacy laws require specific disclosures.,none,waze
