clause,label,source_policy
"For example, we analyze information that we have about migration patterns during crises.",none,meta_privacy
This helps relief organizations get aid to the right places.,none,meta_privacy
"We collect, store, combine, analyze and apply automatic processing techniques like aggregation of information as well as manual (human) review, and share information, as necessary to research and innovate for social good in this way.",data_sharing,meta_privacy
We support research in areas like artificial intelligence and machine learning.,none,meta_privacy
": Content you create, like posts, comments or audio Content you provide through our camera feature or your camera roll settings, or through our voice-enabled features Metadata about content and messages, subject to applicable law Types of content you view or interact with, and how you interact with it Apps and features you use, and what actions you take in them Purchases or other transactions you make Hashtags you use The time, frequency and duration of your activities on our Products : Device characteristics and device software What you’re doing on your device, like whether our app is in the foreground or if your mouse is moving (which can help tell humans from bots) Identifiers that tell your device apart from other users’ Device signals Information you’ve shared through your device settings Location-related information Information about the network you connect your device to, including your IP address Information from cookies and similar technologies Anonymizing your information In some cases, we anonymize information we have associated with you, such as your activity on and off our Products, and use the resulting information, for example, to provide and improve our Meta Products, including ads.",tracking,meta_privacy
": Content you create, like posts, comments or audio Content you provide through our camera feature or your camera roll settings, or through our voice-enabled features Metadata about content Types of content you view or interact with, and how you interact with it Apps and features you use, and what actions you take in them Purchases or other transactions you make Hashtags you use The time, frequency and duration of your activities on our Products : Device characteristics and device software What you’re doing on your device, like whether our app is in the foreground or if your mouse is moving (which can help tell humans from bots) Identifiers that tell your device apart from other users’ Device signals Information you’ve shared through your device settings Location-related information Information about the network you connect your device to, including your IP address Information from cookies and similar technologies Sharing information with others, including law enforcement and to respond to legal requests.",tracking,meta_privacy
See the  section of the Meta Privacy Policy for more for information on when we share information with law enforcement and others.,data_sharing,meta_privacy
"The categories of information we access, preserve, use and share depend on the specific circumstances.",none,meta_privacy
"For example, responses to legal requests where not compelled by law will typically include limited information (such as contact details and login information).",none,meta_privacy
"However, the information we process will depend on the purposes, which could include the following: In response to legal requests from third parties such as civil litigants, law enforcement and other government authorities To comply with applicable law or legitimate legal purposes To promote the safety, security and integrity of Meta Companies, Meta Products, users, employees, property and the public about how we promote safety, security and integrity.",none,meta_privacy
": Content you create, like posts, comments or audio Content you provide through our camera feature or your camera roll settings, or through our voice-enabled features Metadata about content, subject to applicable law Types of content you view or interact with, and how you interact with it Apps and features you use, and what actions you take in them Purchases or other transactions you make Hashtags you use Your photo or video selfie if you provide it when you contact us for account support : Device characteristics and device software What you’re doing on your device, like whether our app is in the foreground or if your mouse is moving (which can help tell humans from bots) Identifiers that tell your device apart from other users’ Device signals Information you’ve shared through your device settings Location-related information Information about the network you connect your device to, including your IP address Information from cookies and similar technologies For processing information when the law requires it: Where we are under an obligation to disclose information such as, for example, if we receive a valid legal request for certain information such as a search warrant, we will access, preserve and/or share your information with regulators, law enforcement or others.",tracking,meta_privacy
The way in which the information will be processed depends on the specific circumstances.,none,meta_privacy
See the  section of the Meta Privacy Policy for more.,none,meta_privacy
""""" provides information on the operational guidelines law enforcement needs to follow.",none,meta_privacy
The categories of information depend on the specific circumstances of each mandatory request or obligation.,none,meta_privacy
Only the information necessary to comply with the relevant legal obligation will be shared or otherwise processed.,none,meta_privacy
"For example, for civil matters, this will typically include limited information (such as contact details and login information).",none,meta_privacy
"However, depending on the circumstances it could include the following: : Content you create, like posts, comments or audio Content you provide through our camera feature or your camera roll settings, or through our voice-enabled features Messages you send and receive, including their content, subject to applicable law Metadata about content and messages, subject to applicable law Types of content you view or interact with, and how you interact with it Apps and features you use, and what actions you take in them Purchases or other transactions you make, including truncated credit card information Hashtags you use The time, frequency and duration of your activities on our Products Your photo or video selfie if you provide it when you contact us for account support : Device characteristics and device software What you’re doing on your device, like whether our app is in the foreground or if your mouse is moving (which can help tell humans from bots) Identifiers that tell your device apart from other users’ Device signals Information you’ve shared through your device settings Location-related information Information about the network you connect your device to, including your IP address Information from cookies and similar technologies",tracking,meta_privacy
