clause,label,source_policy
"With an account, you can manage your trip reservations, take advantage of special offers, make future trip reservations more easily, and manage your personal settings.",none,bookingdotcom_privacy
"Managing personal settings gives you the ability to keep and share lists, share photos, easily see trip services you’ve searched for, and check travel-related information you’ve provided.",none,bookingdotcom_privacy
You can also see any reviews you’ve written in connection with your trips.,none,bookingdotcom_privacy
"With your account, you can also create a public profile under your own first name or with another name you choose.",none,bookingdotcom_privacy
"In some jurisdictions, we offer an account/guest verification program.",none,bookingdotcom_privacy
It helps to create trust and assurance between partners and guests.,none,bookingdotcom_privacy
"In order to receive a verification badge on your account, we cross-check the data you give us with any historical data we may have about you as well as other publicly available data.",none,bookingdotcom_privacy
"If you log in to your Booking.com account and you want to create a Booking.com for Business account, we may use your name and email address to pre-fill the sign-up form.",none,bookingdotcom_privacy
"If you’re a Booking.com for Business account holder, you can also save contact details in that account, manage business reservations, and link other account holders to the same Booking.com for Business account.",none,bookingdotcom_privacy
"To provide accounts, we use personal data such as login credentials for accessing your account and information about when the account is used; for example in connection with reservations and payments.",none,bookingdotcom_privacy
"Marketing activities We use your information for marketing activities, including: To send you personalized marketing messages including promotions, Genius and other rewards, travel experiences, surveys, and other updates about Booking.com’s products and services.",none,bookingdotcom_privacy
"These can be via push notifications, SMS and other messaging applications, notifications in the app, or emails.",none,bookingdotcom_privacy
You always have the option to unsubscribe from marketing messages.,none,bookingdotcom_privacy
"For example, you can unsubscribe from receiving email marketing communications at any time by selecting the “Unsubscribe” link included in each communication, or you can manage your preferences via your account settings.",none,bookingdotcom_privacy
"For personalized marketing messages, we may also use your interactions with our platform, such as previous reservations and behavioral data, including data collected via cookies and similar tracking technologies.",tracking,bookingdotcom_privacy
"To show you personalized marketing including promotions, Genius and other rewards, travel experiences, surveys, and other updates about Booking.com’s products and services on the Booking.com website, mobile apps, or on third-party websites and apps.",data_sharing,bookingdotcom_privacy
"For more information on personalized marketing, see the section How we use artificial intelligence and make automated decisions .",ai_decisions,bookingdotcom_privacy
"These may be offers and recommendations we think you may find interesting that you can book directly on our platform, on sites operated with a strategic partner, or on other third-party sites.",data_sharing,bookingdotcom_privacy
"For personalized marketing displays, we may also use your interaction with our platform, such as previous reservations and behavioral data, including data collected via cookies and similar tracking technologies.",tracking,bookingdotcom_privacy
To contact you with information about insurance products that you didn’t include in your reservation.,none,bookingdotcom_privacy
"To organize other promotional activities and, based on information already collected, we may invite you and other travelers to participate in such activities.",none,bookingdotcom_privacy
"To do this, we use personal data such as your contact and account information, browsing data, location data and preferences, searches, and reservations you make from different devices.",location,bookingdotcom_privacy
"Communicating with you There may be times when we get in touch with you, including via email, chatbot, mail, phone call, push notification, platform notification, or text message.",none,bookingdotcom_privacy
Which method we choose depends on the contact information you’ve previously shared.,none,bookingdotcom_privacy
We process personal data in communications you and other parties send to us.,none,bookingdotcom_privacy
"There may be a number of reasons for this, including: Responding to and handling any support requests made by you or the trip provider you booked with.",none,bookingdotcom_privacy
"We offer travelers and trip providers various ways to exchange information via our platform, such as requests and comments about trip reservations made via Booking.com.",none,bookingdotcom_privacy
"If you have started but not finished a trip reservation, we might contact you to invite you to continue with your reservation.",none,bookingdotcom_privacy
This convenience allows you to pick up the process where you left off without having to search for a trip provider or fill out your reservation details again.,none,bookingdotcom_privacy
"When you use our trip services, we might send you a survey or otherwise invite you to provide a review about your experience with us or the trip provider.",none,bookingdotcom_privacy
"We send you other material related to your trip reservations, such as how to contact us if you need assistance while you’re away and information that we feel might be useful to you to prepare for your trip and get the best experience.",none,bookingdotcom_privacy
"Even if you don’t have an upcoming trip, we may still need to send you other administrative messages, which could include security alerts.",none,bookingdotcom_privacy
We may send you a warning or other notice if a trip provider reports misconduct by you.,none,bookingdotcom_privacy
"To do this, we use personal data such as your first and last name, email address, and reservation details, including reservation IDs and chosen locations.",none,bookingdotcom_privacy
Market research We sometimes invite our customers to participate in market research.,none,bookingdotcom_privacy
Review the information that accompanies this kind of invitation to understand what personal data will be collected and how it’s used.,none,bookingdotcom_privacy
"Improving our services We use personal data about travelers using our platform for analytical purposes, including for analyzing how you or travelers like you with similar interests use our platform, measuring our operating performance, and improving trip services.",none,bookingdotcom_privacy
We may process your user ID for the purpose of measuring the audience visiting our websites.,none,bookingdotcom_privacy
We may use your personal data to develop and enhance our machine learning models and artificial intelligence systems.,none,bookingdotcom_privacy
This is a necessary part of our ongoing commitment to make our services better and enhance our travelers’ experience.,none,bookingdotcom_privacy
"For further details, see the section How we use artificial intelligence and make automated decisions .",ai_decisions,bookingdotcom_privacy
"In addition to the statistics we generate regularly about our business, we use data to test and troubleshoot platform features.",none,bookingdotcom_privacy
"The main goal here is to get insights into how our services perform, how they are used, and ultimately how to optimize and customize our website and mobile apps, in an effort to make them easier and more meaningful to use.",none,bookingdotcom_privacy
"As much as possible, we strive to use anonymized and de-identified personal data for this analytical work.",none,bookingdotcom_privacy
"In order to achieve this purpose, we may combine personal data we collect from you during different visits to our platform or visits on different devices or different websites of ours, even when you are not logged in.",none,bookingdotcom_privacy
"To do this, we use personal data such as: Reservations made by travelers over specific periods of time or for specific products The searches travelers made on our websites and apps The reviews travelers shared with us about their trip experience Our recurring work for analytical purposes includes the use of solutions that pseudonymize personal data or process personal data in encrypted formats.",none,bookingdotcom_privacy
"Showing the pricing applicable to you When you search our websites or mobile apps, for example to find an accommodation, a rental car, or a flight, the pricing you see may depend on a number of factors, such as whether you are in the European Economic Area (EEA) or in another region or country outside of the EEA.",none,bookingdotcom_privacy
"To display the pricing applicable to you, we use personal data such as your IP address, the type of device you’re using, and which site you came from.",none,bookingdotcom_privacy
"Customer reviews and other destination-related information During and after your trip, we might invite you or your traveling companion to submit a review.",none,bookingdotcom_privacy
"This invitation asks for information about the trip provider, including the ground transportation provider or the destination.",none,bookingdotcom_privacy
"The reviews help to inform other travelers about the quality of the trip service you used, the destination you chose, the ground transportation, or any other experiences you choose to share without disclosing your identity.",none,bookingdotcom_privacy
Reviews submitted by travelers are subject to our Terms of Service and to automated and other content moderation to verify that reviews conform with our Content standards and guidelines .,none,bookingdotcom_privacy
"If you have a Booking.com account, you can choose to display a screen name next to your review, instead of your first name.",none,bookingdotcom_privacy
"Call monitoring When you make calls to our customer service team, we use an automated telephone number detection system to match the number you call from to the reservation you made.",none,bookingdotcom_privacy
This saves time for you and our customer service staff.,none,bookingdotcom_privacy
"However, our customer service staff may still ask for identification to further ensure it is you calling about the reservation.",none,bookingdotcom_privacy
"When you call our customer service team, we may have one or more authorized persons listen to the call or record the call for training and quality control purposes.",none,bookingdotcom_privacy
"This quality control includes the usage of the recordings to handle possible complaints, legal claims, and indications of possible fraud attempts.",none,bookingdotcom_privacy
We do not record every call made to our customer service team.,none,bookingdotcom_privacy
"If a call is recorded, it is kept for a limited amount of time (30 days by default).",none,bookingdotcom_privacy
We then automatically delete the call recording unless we determine before then that it will be necessary to retain it for fraud investigation or legal purposes.,none,bookingdotcom_privacy
Promotion of a safe and trustworthy service and the prevention of fraud We continuously analyze and use certain personal data to prevent and detect online fraud attempts and other illegal or unwanted activities.,none,bookingdotcom_privacy
This is necessary to maintain our platform as a trustworthy environment as well as for the safety of all travelers.,none,bookingdotcom_privacy
"We use personal data for safety and security purposes, including when you report a safety concern, when others do so about you, or when we need to identify persons in connection with a user account or reservation.",none,bookingdotcom_privacy
"When we do this, we may have to stop or put certain reservations on hold until we finish our assessment.",none,bookingdotcom_privacy
"If we have concerns about serious misconduct, we may cancel your upcoming reservations or decline your future reservations via our platform.",none,bookingdotcom_privacy
"In case of safety or security concerns, we may process information from publicly available sources to prevent or detect harm.",none,bookingdotcom_privacy
We cannot prevent that some of that information may contain special categories of personal data.,none,bookingdotcom_privacy
"In order to detect and prevent fraud and limit other abuse of our platform, we may use your personal data and analyze your behavior on our platform to assess the risk of a certain action or transaction you are attempting to make.",none,bookingdotcom_privacy
"For example, this may help us determine whether a bot is using our platform rather than a legitimate user, or to determine whether a user is making a fraudulent payment using a stolen credit card.",none,bookingdotcom_privacy
"For these purposes, we use your contact information, other identifiers (such as IP addresses), reservation details including canceled reservations, reviews, account information, browsing data, location data, communications data, or other information that you or another person has provided to us, including images, video, or other media submitted on our platform.",location,bookingdotcom_privacy
We use artificial intelligence to review activity on our platform for fraud and to detect any other forms of misconduct as described in the section How we use artificial intelligence and make automated decisions .,ai_decisions,bookingdotcom_privacy
"Legal purposes In certain cases, we may need to reuse your information to: Handle and resolve legal claims and disputes Address possible regulatory investigations Enforce our reservation Terms of Service Comply with lawful requests from law enforcement Comply with laws and regulations that apply to Booking.com For example, we may be required to process your reservation history, the details of one or more of these reservations and associated payment information.",none,bookingdotcom_privacy
"Legal bases for personal data processing To process your personal data as previously described, Booking.com relies on several legal bases in applicable privacy regulations.",none,bookingdotcom_privacy
This is summarized as follows: Purpose of personal data processing Legal basis and comments A.,none,bookingdotcom_privacy
"Customer service	Here Booking.com relies on the legal basis that the processing of personal data is necessary for the performance of a contract involving you, specifically to finalize and administer your trip reservation.",none,bookingdotcom_privacy
"If the required personal data isn’t provided, Booking.com can’t finalize the trip reservation with the trip provider, nor can we provide customer service to you about it.",none,bookingdotcom_privacy
Showing the pricing applicable to you I.,none,bookingdotcom_privacy
Customer reviews and other destination-related information J.,none,bookingdotcom_privacy
"Promotion of safe and trustworthy service and prevention of fraud	Unless provided otherwise in this overview, the collecting and processing of your personal data for these purposes is based on the legitimate interests of Booking.com or a third party.Before we process personal data to serve Booking.com’s or a third-party's legitimate interests, Booking.com balances your rights and interests in the protection of personal data with Booking.com’s rights and interests or those of the third party.",data_sharing,bookingdotcom_privacy
"The legitimate interests include, for example, avoiding financial harm from online fraud, sharing people’s experiences with prospective travelers, and keeping people informed about offers we think might be of interest.",none,bookingdotcom_privacy
"In the unlikely event Booking.com would process special categories of personal data in the context of purpose K, we rely, where applicable, on the fact that processing relates to personal data which are manifestly made public by the individual or other legal bases as may be assessed at the time.",none,bookingdotcom_privacy
"Legal purposes	Booking.com also relies, where applicable, on compliance with legal obligations (e.g.",none,bookingdotcom_privacy
"All purpose categories	Finally, where needed under applicable law, Booking.com will obtain your consent prior to processing your personal data, including for direct marketing purposes or where otherwise required by law.",none,bookingdotcom_privacy
"If you wish to object to the processing set out under C to L and no opt-out mechanism is available to you directly (for example, in your account settings), contact us as described in the section Your rights.",none,bookingdotcom_privacy
"Back to top How we share personal data within Booking.com To support the use of Booking.com services, your details may be shared within Booking.com group entities and the other Booking Holdings Inc.",none,bookingdotcom_privacy
companies described in the section Our company and how we further comply with privacy laws .,none,bookingdotcom_privacy
How we share personal data within the Booking Holdings Inc.,none,bookingdotcom_privacy
group (BHI) We may receive personal data about you from other companies in the BHI group (e.g.,none,bookingdotcom_privacy
"Agoda or OpenTable), or share your personal data with them, for the following purposes: To provide services (including making, administering, and managing reservations or handling payments) To provide customer service To detect, prevent, and investigate fraudulent or other illegal activities and data breaches, companies within BHI may need to exchange personal data about certain persons to ensure all platforms’ users are protected, for example, from online fraud attempts For analytical and product improvement purposes where permitted by applicable law To provide personalized offers or send you marketing communications where permitted For hosting, technical support, overall maintenance, and maintaining security of such shared data To ensure compliance with applicable laws As applicable and unless indicated otherwise, for purposes A to F, we rely on our legitimate interests to share and receive personal data.",none,bookingdotcom_privacy
"For purpose G, we rely, where applicable, on compliance with legal obligations (e.g.",none,bookingdotcom_privacy
"We also ensure that data flows between companies in the BHI group comply with applicable law, including obtaining your consent where needed prior to sharing your personal data with other BHI group companies.",none,bookingdotcom_privacy
"How we share personal data with third parties In certain circumstances, we’ll share your personal data with third parties.",none,bookingdotcom_privacy
"These third parties include: The trip provider you booked with In order to complete your trip reservation, we need to transfer relevant reservation details to the trip provider you have chosen.",none,bookingdotcom_privacy
"Depending on the trip reservation and the trip provider, the details we share can include your name, contact and payment details, the names of the people accompanying you, and any other relevant information (e.g.",none,bookingdotcom_privacy
"check-in/check-out dates), including preferences you specified when you made your trip reservation.",none,bookingdotcom_privacy
"In certain cases, we also provide some summary information about you to the trip provider.",none,bookingdotcom_privacy
"This can include: Whether your account is verified Whether you’ve booked with the trip provider in the past The number of completed reservations you’ve made with us The absence of reports to Booking.com regarding misconduct involving you The percentage of reservations you may have canceled in the past on our platform Whether you’ve given reviews about past reservations If you have a query about your trip, we may contact the trip provider to handle your request.",none,bookingdotcom_privacy
"Unless payment is made to Booking.com itself during the reservation process, we need to forward your credit card details to the trip provider you chose for payment processing.",none,bookingdotcom_privacy
"To resolve possible trip-related claims or disputes or any other kind of customer service issue, we may provide the trip provider on an as-needed basis with your contact details and other information about the reservation, claim, or dispute.",none,bookingdotcom_privacy
"This can include, for example, your email address and a copy of your reservation confirmation to confirm that the trip reservation was made or the reasons for its cancellation.",none,bookingdotcom_privacy
"Trip providers will further process your personal data outside of the control of Booking.com to prepare for arriving and departing guests, for example.",none,bookingdotcom_privacy
"Trip providers may also ask for additional personal data, for instance to provide additional services and to comply with local requirements and restrictions.",none,bookingdotcom_privacy
"If available, read the privacy notice of the trip provider to understand how they process your personal data.",none,bookingdotcom_privacy
Strategic partners We work with many strategic partners around the world.,none,bookingdotcom_privacy
"These strategic partners distribute and advertise Booking.com’s services, including the services and products of our trip providers.",none,bookingdotcom_privacy
"Depending on the strategic partner, you may make your trip reservation through: our website that’s operated in partnership with a strategic partner; or strategic partners’ websites or mobile apps.",none,bookingdotcom_privacy
"For the former, the strategic partners will receive certain personal data related to your specific reservation and your interactions on these websites.",none,bookingdotcom_privacy
This is for the legitimate interest of Booking.com or our strategic partners.,none,bookingdotcom_privacy
"For the latter, certain personal data that you give them, such as your name and email address, your address, payment details, and other relevant information, will be forwarded to us to finalize and manage your trip reservation.",none,bookingdotcom_privacy
"With these strategic partners, we may act as joint controllers for processing of specific personal data.",none,bookingdotcom_privacy
"When we do act as joint controllers, you will be informed, including to which joint controller to address your specific request to exercise rights.",none,bookingdotcom_privacy
We may collaborate with our joint controllers to ensure an adequate response to your request.,none,bookingdotcom_privacy
"For fraud detection and prevention purposes, we may also exchange information about our users with strategic partners – but only when strictly necessary.",none,bookingdotcom_privacy
Connectivity providers Many trip providers contract with specific third-party companies (often referred to as “connectivity providers”) to automate the routing of reservation information from Booking.com and other members of the travel industry to them.,data_sharing,bookingdotcom_privacy
Connectivity providers act on behalf of trip providers (rather than Booking.com) and forward reservation information to them so they can manage their reservations in their systems.,none,bookingdotcom_privacy
Third-party service providers We use service providers to support us in providing our trip services.,data_sharing,bookingdotcom_privacy
"The services these third-party companies provide include: Customer support Industry/market research Fraud detection and prevention (including anti-fraud screening) Insurance coverage claims handling Payment processing We use third parties to electronically process payments, handle chargebacks, or provide billing collection services.",data_sharing,bookingdotcom_privacy
"The payment service providers may, in some cases, use your personal data for their own purposes, such as to detect and prevent fraud attempts and to comply with legal obligations applicable to them.",none,bookingdotcom_privacy
"When a chargeback is requested for your trip reservation, either by you or by the holder of the credit card used to make your reservation, we need to share certain reservation details with the payment service provider and the relevant financial service organization so they can handle the chargeback.",none,bookingdotcom_privacy
This may also include a copy of your reservation confirmation or the IP address used to make your reservation.,none,bookingdotcom_privacy
"We may also share information with relevant financial institutions, if we consider it strictly necessary for fraud prevention purposes, for example, to prevent the fraudulent use of a stolen credit card.",data_sharing,bookingdotcom_privacy
"Marketing services We may share some of your personal data (such as identifiers) with advertising partners, as part of the marketing of our trip services via third parties (to ensure that relevant advertisements are shown to the right audience).",none,bookingdotcom_privacy
We use techniques such as hashing specific personal data (e.g.,none,bookingdotcom_privacy
"email address, telephone number) to enable matching with data in one or more of their databases.",none,bookingdotcom_privacy
Such techniques limit what the receiving third-party company can do with the personal data we selectively share with them.,data_sharing,bookingdotcom_privacy
"When sharing audience insights with advertising partners and other third parties, we ensure that your personal data is aggregated and pseudonymized, so the advertising partners and other parties cannot directly identify you (e.g.",none,bookingdotcom_privacy
through the use of vetted data clean rooms).,none,bookingdotcom_privacy
These pseudonymized insights are used to develop tailored media proposals and pitches for our partners.,none,bookingdotcom_privacy
"As part of the account verification process, we may share some of your account data (such as your name, email address, phone number, passport number, physical address), linked social media account, passport, or other identification document(s) with a third party.",data_sharing,bookingdotcom_privacy
A third party may use a detection system to verify that you are a real person and not a bot.,data_sharing,bookingdotcom_privacy
"This process is automated, and the data is not retained beyond what is necessary for verification.",none,bookingdotcom_privacy
Other professional third parties In some cases (e.g.,none,bookingdotcom_privacy
"disputes, legal claims, or as part of auditing activities), we may need to share your personal data with representatives of professional service organizations.",none,bookingdotcom_privacy
These representatives can include legal counsels at law firms as well as auditors.,none,bookingdotcom_privacy
We only share your personal data to the extent that is necessary and in line with contractual and other obligations applicable to them.,none,bookingdotcom_privacy
Competent authorities We follow specific protocols when law enforcement agencies and other government bodies request that we disclose personal data about one or more travelers in connection with a possible criminal matter.,none,bookingdotcom_privacy
We may also disclose personal data to law enforcement agencies in connection with possible cases of fraud.,none,bookingdotcom_privacy
"We follow similar protocols where, for example, EU and local laws additionally require us to share personal data with a competent authority, such as a tax authority.",none,bookingdotcom_privacy
"We may be required to disclose personal data to: Comply with a legal obligation, for instance, under applicable short-term rental laws Protect and defend our rights or the rights and interests of our business partners.",none,bookingdotcom_privacy
Other business partners We may share personal data in other instances with other business partners.,none,bookingdotcom_privacy
"These include: Insurance companies: If an insurance claim is made, concerning you and a trip provider, we may provide the necessary data (including personal data) to the insurance company and their appointed representatives for further processing.",none,bookingdotcom_privacy
"Other trip providers; we may present you with a “Partner offer.” When you book an accommodation marked “Partner offer,” your reservation will be facilitated by a trip provider who is separate from the accommodation you’re booking.",none,bookingdotcom_privacy
"As part of the reservation process, we’ll need to share some relevant personal data with this trip provider.",none,bookingdotcom_privacy
"If you book a “Partner offer,” review the information provided in the reservation process or check your reservation confirmation for more information about the trip provider and how your personal data will be further processed by them.",none,bookingdotcom_privacy
Safeguards for international transfers of personal data Booking.com is a business that connects travelers and partners around the world.,none,bookingdotcom_privacy
"The data that we collect from you, as described in this privacy notice, could be accessible from, transferred to, or stored in countries that may not have the same data protection laws as those of the country in which you initially provided the information.",none,bookingdotcom_privacy
